Last Name,First/Middle Name,Alias,Gender,Age,Color,Day,Month,Year,City,County,State,Child,Literate,Armed,Trasportation,Enslaver,Reward
Maddison,Wiley,null,M,19,null,null,Nov,1856,Petersburg,Dinwiddle,VA,null,null,null,Schooner,null,null
null,Isabella,null,F,null,null,null,Oct,1856,Portsmouth,Norfolk,VA,null,null,null,null,null,null
Naylor,William,null,M,null,null,6,June,1857,Richmond,Henrico,VA,null,null,null,Steamer,null,null
Pugh,Anthony,null,M,null,null,24,Oct,1857,Portsmouth,Norfolk,VA,null,null,null,Skiff,null,null
Pugh,Isabella,null,F,null,null,24,Oct,1857,Portsmouth,Norfolk,VA,null,null,null,Skiff,null,null
Derrix,null,null,F,null,null,null,null,1857,Alexandria,Fairfax,VA,null,null,null,null,null,null
Hill,James,null,M,21,null,null,null,1861,Richmond,Henrico,VA,null,null,null,Steamer,null,null
Newton,Isaac,null,M,30,null,null,null,null,Richmond,Henrico,VA,null,null,null,null,null,null
Bowen,John,null,M,null,null,17,Dec,1853,null,null,null,null,null,null,null,null,null
Johnson,Helen,null,F,null,null,2,Sept,1853,null,null,null,null,null,null,null,null,null
Jones,William,null,M,null,null,14,Feb,1854,null,null,null,null,null,null,null,null,null
Green,Samuel,null,M,null,null,11,Dec,1855,null,null,null,null,null,null,null,null,null
Unidentified,null,null,M,null,null,1,Nov,1855,null,null,null,null,null,null,null,null,null
Unidentified,null,null,M,null,null,1,Nov,1855,null,null,null,null,null,null,null,null,null
Unidentified,null,null,F,null,null,1,Nov,1855,null,null,null,null,null,null,null,null,null
Unidentified,null,null,F,null,null,1,Nov,1855,null,null,null,null,null,null,null,null,null
Unidentified,null,null,F,null,null,1,Nov,1855,null,null,null,null,null,null,null,null,null
Jeffries,Mary,null,F,null,null,29,Jan,1856,null,null,null,null,null,null,null,null,null
Redden,Mary ,null,F,null,null,29,Jan,1856,null,null,null,null,null,null,null,null,null
Redden,Sarah,null,F,null,null,29,Jan,1856,null,null,null,null,null,null,null,null,null
Cale,null,null,F,null,null,25,Mar,1856,null,null,null,null,null,null,null,null,null
Cale,David,null,M,null,null,25,Mar,1856,null,null,null,null,null,null,null,null,null
Cole,null,null,F,null,null,23,Mar,1856,null,null,null,null,null,null,null,null,null
David,Cole,null,M,null,null,23,Mar,1856,null,null,null,null,null,null,Schooner,null,null
Page,Thomas,null,M,18,null,23,Mar,1856,null,null,null,null,X,null,Schooner,null,null
Henry,James,null,M,32,null,null,null,1857,null,Kent,null,null,null,null,null,null,null
Turner,Samuel,null,M,null,null,null,null,1857,null,null,null,null,null,null,null,null,null
Frisley,James Alfred,null,M,24,B,null,null,null,null,null,null,null,null,null,Foot,null,null
,,,,,,,,,,,,,,,,,
"The abolitionist William Still organized this data as he aided freedom seekers in Philadelphia. Most records can be found in his 1872 book, The Underground Railroad. Some names are listed in ""Journal C,"" an unpublished manuscript at the Historical Society of Pennsylvania.","Still's data was later compiled by James A. McGowan and William C. Kashatus and published in William C. Kashatus, William Still: The Underground Railroad and the Angel at Philadelphia (University of Notre Dame Press, 2021). ",Data converted to Microsoft Excel Spreadsheet by Public Historian Nick Sacco. Email: pastexplore@gmail.com,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
